# L-10 Launch (Up to date)
# 1076 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (23.0 m/s).
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position upwind (m),Position parallel to wind (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
23.282,3898.4,43.058,-10.05,44.208,10.053,302.64,7.9873,302.75,1.5118,10.018,0.24842,45,0.0038491,9.7942,1.3482,0.016504,0.013886,-6.309e-4,26944,0,34.615,0.11782,266.85,222.21,3.1958,0.14217,8016539,0,8.6852,0.63738,0.6408,0.38119,0.13356,0.12263,0.28394,0.86541,-2.0219e-4,0,-0.0053507,0.013221,0.018572,0.041597,0.0046399,13.97,153.28,70.057,0.93117,NaN,-10.34,624.78,325.03,0.05,1.8653
23.332,3900.6,42.555,-10.044,43.716,10.047,303.14,8.0048,303.25,1.5126,10.005,0.24346,45,0.0038555,9.7942,1.337,0.016239,0.014239,-0.0010113,26944,0,34.615,0.11782,266.89,222.21,3.1985,0.14075,7934679,0,8.5097,0.63741,0.64078,0.38129,0.13355,0.12258,0.28144,0.85505,2.7019e-4,0,-0.0052343,0.01322,0.018454,0.044632,0.0045902,13.97,153.28,69.805,1.0185,NaN,-10.354,624.6,325.02,0.05,1.8691
23.382,3902.7,42.053,-10.048,43.224,10.05,303.64,8.0223,303.75,1.5134,9.9939,0.20711,45,0.0038618,9.7942,1.0213,0.016686,0.014552,-0.0012294,26944,0,34.615,0.11782,267.98,222.21,3.2767,0.13904,7836517,0,8.2844,0.63746,0.63944,0.38142,0.13352,0.12251,0.21183,0.64606,3.9195e-4,0,-0.0059728,0.013218,0.019191,0.047773,0.0045407,13.97,153.28,69.547,1.1084,NaN,-10.368,624.43,325.02,0.05,1.8741
23.432,3904.8,41.551,-10.04,42.733,10.042,304.14,8.0398,304.25,1.5142,9.984,0.20926,45,0.0038682,9.7942,1.0731,0.016,0.01474,-0.0017983,26944,0,34.615,0.11782,267.8,222.21,3.2636,0.13768,7758410,0,8.1243,0.63749,0.63968,0.38152,0.13351,0.12246,0.22313,0.67841,7.0614e-4,0,-0.0053634,0.013217,0.018581,0.049986,0.0044912,13.97,153.28,69.283,1.2004,NaN,-10.381,624.25,325.01,0.05,1.8779
23.482,3906.9,41.049,-10.037,42.243,10.038,304.64,8.0573,304.75,1.515,9.9734,0.19854,45,0.0038745,9.7942,0.99513,0.016422,0.014946,-0.0023554,26944,0,34.615,0.11782,268.07,222.21,3.2831,0.1362,7673497,0,7.9453,0.63753,0.63942,0.38163,0.13349,0.12241,0.20615,0.62403,0.0012409,0,-0.0060587,0.013216,0.019275,0.052518,0.0044418,13.97,153.28,69.016,1.294,NaN,-10.395,624.08,325,0.05,1.8811
23.532,3908.9,40.547,-10.044,41.753,10.045,305.14,8.0747,305.25,1.5158,9.9644,0.15598,45,0.0038809,9.7942,0.56671,0.01611,0.014928,-0.0034538,26944,0,34.615,0.11782,269.61,222.21,3.3934,0.13439,7569865,0,7.7185,0.63758,0.6382,0.38176,0.13347,0.12235,0.11504,0.33701,0.0029497,0,-0.0059439,0.013214,0.019158,0.053819,0.0043924,13.97,153.28,68.744,1.3887,NaN,-10.408,623.92,324.99,0.05,1.8844
23.582,3910.9,40.045,-10.043,41.264,10.044,305.64,8.0922,305.74,1.5166,9.9573,0.13893,45,0.0038872,9.7942,0.39931,0.016477,0.014453,-0.0053479,26944,0,34.615,0.11782,270.23,222.21,3.4377,0.13282,7.48e6,0,7.5342,0.63763,0.63794,0.38188,0.13345,0.12229,0.080403,0.22477,0.0067915,0,-0.0066095,0.013213,0.019823,0.051651,0.0043432,13.97,153.28,68.469,1.4843,NaN,-10.421,623.75,324.98,0.05,1.8884
23.632,3912.9,39.543,-10.04,40.775,10.041,306.13,8.1097,306.24,1.5175,9.9506,0.12798,45,0.0038935,9.7942,0.30208,0.016132,0.013179,-0.008127,26944,0,34.615,0.11782,270.59,222.21,3.4637,0.13131,7393385,0,7.3608,0.63767,0.63785,0.382,0.13343,0.12224,0.060538,0.16596,0.016849,0,-0.0064158,0.013212,0.019628,0.043943,0.0042941,13.97,153.28,68.193,1.5806,NaN,-10.434,623.59,324.98,0.05,1.892
23.682,3914.9,39.041,-10.045,40.287,10.046,306.63,8.1272,306.74,1.5183,9.9449,0.095463,45,0.0038998,9.7942,0.19345,0.016457,-0.011264,-0.010664,26944,0,34.615,0.11782,271,222.21,3.4931,0.12954,7292041,0,7.1608,0.63773,0.6378,0.38214,0.13341,0.12218,0.038563,0.16769,0.029166,0,-0.0070823,0.013211,0.020293,-0.032985,0.0042451,13.97,153.28,67.917,1.6773,NaN,-10.447,623.42,324.97,0.05,1.8952
23.732,3916.8,38.538,-10.03,39.8,10.03,307.13,8.1448,307.24,1.5191,9.9402,0.12214,45,0.0039062,9.7942,0.30529,0.01609,0.010303,-0.011544,26944,0,34.615,0.11782,270.58,222.21,3.4627,0.12845,7229516,0,7.0411,0.63777,0.63795,0.38222,0.1334,0.12214,0.06119,0.18362,0.034764,0,-0.0067961,0.01321,0.020006,0.028066,0.0041961,13.97,153.28,67.64,1.7734,NaN,-10.459,623.26,324.96,0.05,1.9001
23.782,3918.7,38.037,-10.013,39.313,10.014,307.62,8.1623,307.73,1.5199,9.9331,0.15157,45,0.0039125,9.7941,0.66984,0.016387,0.013559,-0.0076711,26944,0,34.615,0.11782,269.23,222.21,3.3662,0.12741,7169558,0,6.9335,0.6378,0.63867,0.38231,0.13339,0.12211,0.13663,0.41087,0.016139,0,-0.0073306,0.013209,0.020539,0.049414,0.0041473,13.97,153.28,67.363,1.8688,NaN,-10.472,623.11,324.95,0.05,1.9035
23.832,3920.6,37.537,-10.013,38.827,10.014,308.12,8.1799,308.23,1.5207,9.9258,0.13357,45,0.0039188,9.7941,0.49876,0.01601,0.011662,-0.010507,26944,0,34.615,0.11782,269.86,222.21,3.411,0.1258,7077703,0,6.7544,0.63786,0.63834,0.38243,0.13337,0.12206,0.1009,0.30678,0.030337,0,-0.0071121,0.013208,0.02032,0.037493,0.0040985,13.97,153.28,67.084,1.9634,NaN,-10.484,622.95,324.95,0.05,1.9076
23.882,3922.5,37.036,-10.007,38.342,10.008,308.62,8.1976,308.72,1.5216,9.9195,0.13399,45,0.0039251,9.7941,0.54124,0.016275,0.011329,-0.010971,26944,0,34.615,0.11782,269.7,222.21,3.3997,0.12441,6998310,0,6.606,0.63791,0.63848,0.38255,0.13335,0.12201,0.10972,0.33685,0.034007,0,-0.0076769,0.013207,0.020883,0.036178,0.0040498,13.97,153.28,66.803,2.0571,NaN,-10.496,622.8,324.94,0.05,1.9112
23.932,3924.3,36.536,-9.9946,37.857,9.9958,309.11,8.2153,309.22,1.5224,9.9125,0.15193,45,0.0039314,9.7941,0.78911,0.01651,0.012927,-0.0092263,26944,0,34.615,0.11782,268.8,222.21,3.3352,0.12325,6931839,0,6.4888,0.63796,0.63915,0.38264,0.13334,0.12197,0.16186,0.49215,0.024865,0,-0.0081752,0.013206,0.021381,0.047999,0.0040012,13.97,153.28,66.521,2.1495,NaN,-10.508,622.64,324.93,0.05,1.9147
23.982,3926.1,36.037,-9.9821,37.373,9.9836,309.61,8.2331,309.72,1.5233,9.9046,0.16953,45,0.0039377,9.7941,1.0456,0.016094,0.013742,-0.008274,26944,0,34.615,0.11782,267.89,222.21,3.27,0.1221,6865692,0,6.3756,0.638,0.64008,0.38274,0.13333,0.12194,0.21707,0.65439,0.020118,0,-0.0078319,0.013205,0.021037,0.055276,0.0039526,13.97,153.28,66.236,2.2405,NaN,-10.52,622.5,324.92,0.05,1.9179
24.032,3927.9,35.538,-9.9869,36.89,9.9879,310.1,8.251,310.21,1.5241,9.8966,0.14109,45,0.003944,9.7941,0.74322,0.01631,0.011646,-0.011275,26944,0,34.615,0.11782,268.96,222.21,3.3469,0.12034,6765501,0,6.1825,0.63807,0.63914,0.38288,0.13331,0.12188,0.15211,0.4683,0.038149,0,-0.0084229,0.013204,0.021626,0.040872,0.0039042,13.97,153.28,65.948,2.3294,NaN,-10.531,622.35,324.92,0.05,1.9211
24.082,3929.7,35.038,-9.9892,36.407,9.9899,310.6,8.2689,310.71,1.525,9.8906,0.12041,45,0.0039503,9.7941,0.5656,0.015892,0.0071557,-0.014631,26944,0,34.615,0.11782,269.61,222.21,3.3931,0.11866,6669657,0,6.0058,0.63815,0.63877,0.38303,0.13329,0.12183,0.11478,0.37387,0.066695,0,0.013202,0.013202,0,0.015871,0.0038559,13.97,153.28,65.657,2.4165,NaN,-10.543,622.2,324.91,0.05,1.925
24.132,3931.4,34.539,-9.9751,35.926,9.9761,311.09,8.2869,311.2,1.5259,9.8845,0.14194,45,0.0039565,9.7941,0.84045,0.016064,0.011428,-0.011721,26944,0,34.615,0.11782,268.61,222.21,3.3218,0.11758,6607830,0,5.9029,0.63819,0.63955,0.38312,0.13328,0.1218,0.1728,0.53302,0.043486,0,-0.0085931,0.013202,0.021795,0.041226,0.0038077,13.97,153.28,65.366,2.5015,NaN,-10.554,622.06,324.9,0.05,1.9284
24.182,3933.1,34.041,-9.9673,35.445,9.9684,311.58,8.3049,311.69,1.5268,9.8772,0.1473,45,0.0039628,9.7941,0.95186,0.016234,0.011975,-0.011366,26944,0,34.615,0.11782,268.21,222.21,3.2934,0.11627,6533314,0,5.7752,0.63825,0.63999,0.38323,0.13326,0.12176,0.19673,0.60119,0.04186,0,-0.0090691,0.013201,0.02227,0.046298,0.0037596,13.97,153.28,65.072,2.5843,NaN,-10.565,621.92,324.9,0.05,1.9317
24.232,3934.8,33.542,-9.9607,34.964,9.9618,312.08,8.3231,312.19,1.5277,9.8702,0.14962,45,0.0039691,9.7941,1.0288,0.016379,0.012178,-0.011345,26944,0,34.615,0.11782,267.94,222.21,3.274,0.11492,6456513,0,5.6439,0.63832,0.64034,0.38335,0.13325,0.12172,0.21339,0.6498,0.042376,0,-0.0095287,0.0132,0.022729,0.049005,0.0037116,13.97,153.28,64.775,2.6648,NaN,-10.576,621.78,324.89,0.05,1.9353
24.282,3936.5,33.044,-9.9602,34.485,9.9612,312.57,8.3414,312.68,1.5287,9.8631,0.13703,45,0.0039754,9.7941,0.91862,0.015924,0.010663,-0.012959,26944,0,34.615,0.11782,268.33,222.21,3.3017,0.11335,6366834,0,5.4861,0.63839,0.64001,0.38349,0.13323,0.12167,0.18956,0.58721,0.05677,0,-0.0092036,0.013199,0.022402,0.038627,0.0036638,13.97,153.28,64.476,2.7429,NaN,-10.587,621.64,324.88,0.05,1.9389
24.332,3938.1,32.546,-9.9568,34.006,9.9577,313.06,8.3597,313.17,1.5296,9.8569,0.13201,45,0.0039816,9.7941,0.90514,0.016056,0.0098439,-0.013717,26944,0,34.615,0.11782,268.38,222.21,3.3051,0.11188,6283358,0,5.344,0.63847,0.64004,0.38362,0.13322,0.12163,0.18665,0.5827,0.065846,0,-0.0096821,0.013198,0.02288,0.033792,0.003616,13.97,153.28,64.175,2.8185,NaN,-10.598,621.51,324.88,0.05,1.9421
24.382,3939.7,32.049,-9.9593,33.528,9.9599,313.55,8.3781,313.67,1.5306,9.851,0.1138,45,0.0039879,9.7941,0.76158,0.016165,0.0052557,-0.016146,26944,0,34.615,0.11782,268.89,222.21,3.3419,0.11018,6186901,0,5.1788,0.63856,0.63967,0.38378,0.1332,0.12158,0.15598,0.51096,0.093255,0,-0.01019,0.013197,0.023387,0.0099323,0.0035685,13.97,153.28,63.872,2.8916,NaN,-10.608,621.37,324.87,0.05,1.9453
24.432,3941.3,31.551,-9.9554,33.051,9.956,314.05,8.3967,314.16,1.5316,9.846,0.11067,45,0.0039942,9.7941,0.77833,0.016251,0.0043584,-0.01646,26944,0,34.615,0.11782,268.83,222.21,3.3375,0.10873,6104256,0,5.0429,0.63863,0.6398,0.38391,0.13319,0.12154,0.15954,0.52527,0.10002,0,-0.010627,0.013196,0.023823,0.0070146,0.003521,13.97,153.28,63.568,2.9621,NaN,-10.619,621.24,324.86,0.05,1.9495
24.482,3942.9,31.053,-9.9349,32.575,9.9359,314.54,8.4153,314.65,1.5325,9.8403,0.14538,45,0.0040004,9.7941,1.2293,0.016323,0.011893,-0.012313,26944,0,34.615,0.11782,267.24,222.21,3.2238,0.10795,6059653,0,4.9835,0.63868,0.64154,0.38398,0.13318,0.12151,0.25736,0.77688,0.05667,0,-0.010904,0.013195,0.024099,0.052991,0.0034737,13.97,153.28,63.262,3.0299,NaN,-10.629,621.11,324.86,0.05,1.9538
24.532,3944.4,30.557,-9.9191,32.1,9.9205,315.03,8.434,315.14,1.5336,9.8326,0.16944,45,0.0040067,9.7941,1.6366,0.015843,0.01385,-0.010375,26944,0,34.615,0.11782,265.86,222.21,3.1252,0.10699,6004841,0,4.911,0.63873,0.64372,0.38407,0.13317,0.12149,0.34911,1.0178,0.040664,0,0.013194,0.013194,0,0.073163,0.0034265,13.97,153.28,62.954,3.0951,NaN,-10.639,620.98,324.85,0.05,1.9575
24.582,3946,30.061,-9.9202,31.626,9.9214,315.52,8.4529,315.63,1.5346,9.8246,0.15437,45,0.0040129,9.7941,1.4743,0.015906,0.013094,-0.011619,26944,0,34.615,0.11782,266.41,222.21,3.164,0.10536,5912346,0,4.7553,0.63883,0.6429,0.38423,0.13316,0.12144,0.31216,0.92067,0.053231,0,0.013193,0.013193,0,0.06743,0.0033794,13.97,153.28,62.642,3.1575,NaN,-10.649,620.86,324.85,0.05,1.9609
24.632,3947.4,29.565,-9.917,31.153,9.9181,316.01,8.4718,316.13,1.5357,9.8177,0.14932,45,0.0040191,9.7941,1.4593,0.01595,0.012857,-0.01211,26944,0,34.615,0.11782,266.46,222.21,3.1676,0.10389,5829288,0,4.6232,0.63892,0.64291,0.38437,0.13314,0.1214,0.30876,0.91083,0.059046,0,-0.011265,0.013193,0.024457,0.066868,0.0033325,13.97,153.28,62.326,3.2174,NaN,-10.658,620.74,324.84,0.05,1.9646
24.682,3948.9,29.069,-9.9183,30.68,9.9193,316.5,8.4909,316.62,1.5367,9.8108,0.13469,45,0.0040254,9.7941,1.2988,0.015991,0.011443,-0.013659,26944,0,34.615,0.11782,267,222.21,3.2066,0.10224,5735627,0,4.4713,0.63902,0.64221,0.38453,0.13313,0.12136,0.27276,0.82029,0.078065,0,-0.011722,0.013192,0.024913,0.054693,0.0032857,13.97,153.28,62.008,3.2748,NaN,-10.668,620.62,324.83,0.05,1.969
24.732,3950.4,28.573,-9.9135,30.209,9.9144,316.99,8.5101,317.11,1.5378,9.8048,0.13388,45,0.0040316,9.794,1.3444,0.016016,0.011574,-0.013707,26944,0,34.615,0.11782,266.84,222.21,3.1954,0.10084,5656498,0,4.3514,0.63911,0.64252,0.38467,0.13311,0.12132,0.28294,0.84678,0.080393,0,-0.012104,0.013191,0.025294,0.057516,0.0032392,13.97,153.28,61.687,3.3299,NaN,-10.677,620.5,324.83,0.05,1.9731
24.782,3951.8,28.078,-9.9041,29.739,9.9051,317.48,8.5294,317.6,1.5389,9.7983,0.14297,45,0.0040378,9.794,1.5491,0.01603,0.012905,-0.012671,26944,0,34.615,0.11782,266.15,222.21,3.1459,0.099649,5588776,0,4.2559,0.63919,0.64368,0.3848,0.1331,0.12129,0.3291,0.96239,0.07088,0,-0.012427,0.01319,0.025617,0.073234,0.0031928,13.97,153.28,61.364,3.3828,NaN,-10.686,620.38,324.82,0.05,1.9766
24.832,3953.2,27.583,-9.9028,29.269,9.9037,317.97,8.5488,318.09,1.54,9.7917,0.13462,45,0.0040441,9.794,1.4778,0.016032,0.012252,-0.013513,26944,0,34.615,0.11782,266.39,222.21,3.1629,0.098102,5501249,0,4.1222,0.63929,0.64339,0.38495,0.13309,0.12125,0.31292,0.92143,0.083278,0,-0.012832,0.013189,0.026021,0.068109,0.0031465,13.97,153.28,61.038,3.4335,NaN,-10.696,620.27,324.82,0.05,1.98
24.882,3954.5,27.088,-9.9071,28.801,9.9078,318.46,8.5683,318.58,1.5412,9.7859,0.11513,45,0.0040503,9.794,1.2351,0.016021,0.0091748,-0.015904,26944,0,34.615,0.11782,267.22,222.21,3.2221,0.096294,5399082,0,3.9642,0.63942,0.64231,0.38514,0.13307,0.12121,0.25861,0.79344,0.11904,0,-0.013299,0.013188,0.026487,0.039641,0.0031005,13.97,153.28,60.709,3.4821,NaN,-10.704,620.15,324.81,0.05,1.9834
24.932,3955.9,26.592,-9.8997,28.334,9.9004,318.95,8.5879,319.06,1.5424,9.7808,0.12009,45,0.0040565,9.794,1.3666,0.015998,0.010647,-0.015076,26944,0,34.615,0.11782,266.77,222.21,3.1898,0.09502,5326923,0,3.8637,0.63952,0.64304,0.38528,0.13306,0.12117,0.28789,0.86383,0.11014,0,-0.013614,0.013187,0.026801,0.054828,0.0030547,13.97,153.28,60.379,3.5287,NaN,-10.713,620.04,324.81,0.05,1.9873
24.982,3957.2,26.098,-9.8811,27.868,9.8822,319.44,8.6077,319.55,1.5435,9.7747,0.14775,45,0.0040627,9.794,1.9211,0.01597,0.01431,-0.011881,26944,0,34.615,0.11782,264.93,222.21,3.0582,0.094264,5283876,0,3.8215,0.63957,0.64637,0.38536,0.13306,0.12116,0.41504,1.1688,0.069606,0,-0.01378,0.013187,0.026967,0.10063,0.003009,13.97,153.28,60.046,3.5736,NaN,-10.722,619.93,324.8,0.05,1.9916
25.032,3958.5,25.604,-9.8667,27.404,9.8681,319.93,8.6275,320.04,1.5447,9.7671,0.16697,45,0.0040689,9.794,2.3664,0.015937,0.015669,-0.010403,26944,0,34.615,0.11782,263.52,222.21,2.9573,0.093323,5230445,0,3.7646,0.63965,0.64976,0.38547,0.13305,0.12113,0.52146,1.4188,0.054248,0,-0.013995,0.013186,0.027182,0.12311,0.0029635,13.97,153.28,59.71,3.6166,NaN,-10.73,619.83,324.8,0.05,2.0231
25.082,3959.7,25.111,-9.8507,26.941,9.8525,320.41,8.6475,320.53,1.546,9.7588,0.18931,45,0.0040751,9.794,2.8863,0.0159,0.016683,-0.0092065,26944,0,34.615,0.11782,261.94,222.21,2.8445,0.092457,5181213,0,3.721,0.63971,0.65443,0.38556,0.13304,0.12111,0.65055,1.7082,0.042841,0,0.013186,0.013186,0,0.14219,0.0029182,13.97,153.28,59.37,3.6576,NaN,-10.738,619.72,324.79,0.05,2.0243
25.132,3961,24.619,-9.8553,26.479,9.8567,320.9,8.6676,321.02,1.5472,9.7498,0.16912,45,0.0040813,9.794,2.6031,0.015849,0.016427,-0.010187,26944,0,34.615,0.11782,262.79,222.21,2.9052,0.090672,5080547,0,3.5647,0.63986,0.65198,0.38576,0.13303,0.12107,0.57959,1.5407,0.05483,0,0.013185,0.013185,0,0.14336,0.0028731,13.97,153.28,59.025,3.6968,NaN,-10.746,619.62,324.79,0.05,2.0295
25.182,3962.2,24.126,-9.8652,26.019,9.8662,321.39,8.6878,321.51,1.5484,9.7427,0.1391,45,0.0040875,9.794,2.091,0.015787,0.01515,-0.01232,26944,0,34.615,0.11782,264.38,222.21,3.0191,0.088609,4964322,0,3.3831,0.64003,0.64803,0.386,0.13301,0.12102,0.45516,1.2461,0.084525,0,0.013184,0.013184,0,0.12768,0.0028283,13.97,153.28,58.676,3.7343,NaN,-10.754,619.52,324.78,0.05,2.0308
25.232,3963.4,23.632,-9.8719,25.56,9.8726,321.87,8.7081,321.99,1.5497,9.7367,0.11644,45,0.0040937,9.794,1.7058,0.015716,0.013012,-0.014758,26944,0,34.615,0.11782,265.63,222.21,3.1083,0.086655,4854285,0,3.223,0.6402,0.64561,0.38623,0.13299,0.12098,0.36494,1.0355,0.12644,0,0.013183,0.013183,0,0.098487,0.0027838,13.97,153.28,58.324,3.7706,NaN,-10.762,619.42,324.78,0.05,2.0319
25.282,3964.6,23.138,-9.8844,25.102,9.8848,322.36,8.7285,322.48,1.551,9.7321,0.084962,45,0.0040999,9.794,1.2256,0.015636,0.0042715,-0.019305,26944,0,34.615,0.11782,267.25,222.21,3.2241,0.084359,4725113,0,3.0429,0.6404,0.64326,0.3865,0.13298,0.12093,0.25648,0.81541,0.22897,0,0.013182,0.013182,0,0.011198,0.0027395,13.97,153.28,57.969,3.8059,NaN,-10.77,619.32,324.77,0.05,2.0331
25.332,3965.7,22.644,-9.8784,24.646,9.8788,322.85,8.7491,322.97,1.5523,9.7288,0.087154,45,0.0041061,9.794,1.2982,0.015547,0.0062421,-0.01881,26944,0,34.615,0.11782,267,222.21,3.2062,0.083021,4649637,0,2.9488,0.64053,0.64372,0.38667,0.13297,0.1209,0.27259,0.8492,0.22408,0,0.013181,0.013181,0,0.024691,0.0026956,13.97,153.28,57.613,3.8402,NaN,-10.777,619.23,324.77,0.05,2.0466
25.382,3966.8,22.151,-9.8611,24.191,9.8617,323.33,8.7697,323.45,1.5536,9.7244,0.1098,45,0.0041123,9.794,1.8084,0.015891,0.013327,-0.014798,26944,0,34.615,0.11782,265.29,222.21,3.0841,0.08231,4609307,0,2.9113,0.6406,0.64666,0.38676,0.13296,0.12088,0.38867,1.0844,0.14119,0,0.013181,0.013181,0,0.1145,0.0026519,13.97,153.28,57.256,3.8735,NaN,-10.784,619.14,324.76,0.05,2.0478
25.432,3967.9,21.658,-9.8509,23.739,9.8517,323.82,8.7904,323.94,1.555,9.719,0.11977,45,0.0041184,9.794,2.1386,0.015783,0.015096,-0.013196,26944,0,34.615,0.11782,264.23,222.21,3.0081,0.081217,4547590,0,2.8447,0.64071,0.64907,0.3869,0.13295,0.12086,0.46649,1.2519,0.11515,0,0.01318,0.01318,0,0.15092,0.0026085,13.97,153.28,56.897,3.9062,NaN,-10.792,619.05,324.76,0.05,2.049
25.482,3969,21.166,-9.8389,23.288,9.8398,324.3,8.8112,324.42,1.5563,9.7132,0.13324,45,0.0041246,9.794,2.5845,0.015673,0.016549,-0.011593,26944,0,34.615,0.11782,262.84,222.21,2.909,0.08023,4491814,0,2.7914,0.64081,0.65279,0.38702,0.13295,0.12084,0.57491,1.4866,0.091541,0,0.013179,0.013179,0,0.18586,0.0025654,13.97,153.28,56.535,3.9384,NaN,-10.799,618.96,324.76,0.05,2.0503
25.532,3970,20.674,-9.8286,22.839,9.8297,324.79,8.8322,324.91,1.5577,9.7066,0.14324,45,0.0041308,9.794,2.9651,0.015563,0.017404,-0.010633,26944,0,34.615,0.11782,261.71,222.21,2.8275,0.079149,4430821,0,2.7315,0.64092,0.65643,0.38717,0.13294,0.12081,0.67051,1.6847,0.078641,0,0.013179,0.013179,0,0.21122,0.0025225,13.97,153.28,56.17,3.9701,NaN,-10.805,618.87,324.75,0.05,2.0515
25.582,3971.1,20.183,-9.7994,22.393,9.8012,325.27,8.8532,325.39,1.5591,9.6991,0.18815,45,0.0041369,9.794,4.2168,0.015866,0.018846,-0.0083766,26944,0,34.615,0.11782,258.22,222.21,2.578,0.079037,4424074,0,2.782,0.64093,0.67055,0.38718,0.13294,0.12081,1.0046,2.3414,0.049529,0,0.013179,0.013179,0,0.24837,0.00248,13.97,153.28,55.801,4.0011,NaN,-10.812,618.79,324.75,0.05,2.0526
25.632,3972.1,19.694,-9.7733,21.948,9.7759,325.76,8.8743,325.88,1.5605,9.6887,0.22656,45,0.0041431,9.794,5.2656,0.015744,0.019627,-0.0073471,26944,0,34.615,0.11782,255.57,222.21,2.3884,0.078719,4405876,0,2.8183,0.64096,0.68488,0.38722,0.13294,0.12081,1.3077,2.8514,0.038473,0,0.013179,0.013179,0,0.27156,0.0024376,13.97,153.28,55.428,4.0316,NaN,-10.818,618.71,324.74,0.05,2.0701
25.682,3973,19.205,-9.772,21.506,9.7745,326.24,8.8956,326.36,1.5619,9.6777,0.21926,45,0.0041492,9.794,5.3005,0.015624,0.019961,-0.0074706,26944,0,34.615,0.11782,255.49,222.21,2.3823,0.077229,4322006,0,2.7149,0.64112,0.68556,0.38742,0.13293,0.12078,1.3182,2.8481,0.040785,0,0.013178,0.013178,0,0.29184,0.0023956,13.97,153.28,55.048,4.0612,NaN,-10.825,618.63,324.74,0.05,2.0714
25.732,3974,18.717,-9.7474,21.066,9.7507,326.72,8.917,326.85,1.5633,9.6668,0.25368,45,0.0041554,9.794,6.2637,0.015905,0.020555,-0.0068399,26944,0,34.615,0.11782,253.25,222.21,2.2225,0.07683,4299292,0,2.7442,0.64117,0.70026,0.38748,0.13292,0.12077,1.6156,3.2775,0.034132,0,0.013178,0.013178,0,0.31271,0.0023539,13.97,153.28,54.661,4.0902,NaN,-10.831,618.55,324.74,0.05,2.0726
25.782,3974.9,18.23,-9.7284,20.629,9.7323,327.21,8.9385,327.33,1.5648,9.6534,0.27723,45,0.0041615,9.794,6.983,0.015772,0.021095,-0.0065326,26944,0,34.615,0.11782,251.69,222.21,2.1108,0.076163,4261582,0,2.7415,0.64124,0.71195,0.38757,0.13292,0.12075,1.8492,3.5683,0.0321,0,0.013178,0.013178,0,0.33515,0.0023125,13.97,153.28,54.268,4.1186,NaN,-10.837,618.47,324.73,0.05,2.0737
25.832,3975.8,17.744,-9.7296,20.194,9.7332,327.69,8.9601,327.81,1.5663,9.6401,0.26526,45,0.0041677,9.794,6.9754,0.015639,0.021484,-0.0066813,26944,0,34.615,0.11782,251.71,222.21,2.1119,0.074599,4173672,0,2.63,0.64142,0.71202,0.38779,0.13291,0.12072,1.8467,3.5376,0.03461,0,0.013177,0.013177,0,0.36235,0.0022714,13.97,153.28,53.867,4.1465,NaN,-10.843,618.4,324.73,0.05,2.0749
25.882,3976.7,17.258,-9.7344,19.761,9.7375,328.17,8.9818,328.29,1.5678,9.6276,0.24751,45,0.0041738,9.794,6.8332,0.015894,0.021817,-0.0069133,26944,0,34.615,0.11782,252.01,222.21,2.1335,0.072862,4076135,0,2.5012,0.64162,0.70992,0.38804,0.1329,0.12069,1.7997,3.4484,0.039731,0,0.013176,0.013176,0,0.39172,0.0022309,13.97,153.28,53.459,4.1741,NaN,-10.848,618.33,324.72,0.05,2.0761
25.932,3977.5,16.771,-9.7345,19.332,9.7374,328.65,9.0037,328.77,1.5693,9.6159,0.23808,45,0.0041799,9.794,6.8688,0.015744,0.022159,-0.0070363,26944,0,34.615,0.11782,251.93,222.21,2.128,0.071333,3990236,0,2.3997,0.64181,0.71071,0.38826,0.13289,0.12066,1.8114,3.4331,0.042317,0,0.013175,0.013175,0,0.4216,0.0021908,13.97,153.28,53.044,4.2017,NaN,-10.854,618.26,324.72,0.05,2.0773
